MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,pNN25,pNN50,SD1,SD2,KURT,SKEW,sampen,higuci,datasetId,condition
885.1578446,853.76373,140.9727412,15.55450456,15.55337134,9.063145708,69.49995211,11.13333333,0.533333333,11.00156459,199.0617822,-0.856553797,0.335217989,2.139754004,1.163485204,2,no stress
939.4253707,948.357865,81.31774203,12.96443946,12.96419467,6.272368526,64.36314993,5.6,0,9.170129223,114.6344585,-0.408189973,-0.15528643,2.174498785,1.08471059,2,interruption
898.1860468,907.00686,84.49723585,16.30527867,16.3052737,5.182201271,67.45006559,13.06666667,0.2,11.53341728,118.9392535,0.351789066,-0.656813149,2.135349707,1.17631483,2,interruption
881.7578645,893.46003,90.37053724,15.72046849,15.72006806,5.748590592,68.8095618,11.8,0.133333333,11.11947631,127.3185974,-0.504947496,-0.386138321,2.178340631,1.179688139,2,no stress
809.6253311,811.184865,62.76624216,19.21381887,19.21365745,3.266723944,74.56572752,20.2,0.2,13.59064147,87.71828073,-0.548408182,-0.154252489,2.221120909,1.249611574,2,no stress
923.2838661,617.79416,517.5365438,9.965975715,9.933932544,51.93034366,81.34225389,1.2,0.6,7.026695251,731.8734684,-0.893858386,1.026302241,0.582616332,1.128482736,2,no stress
973.252908,964.65002,82.40517932,10.64419642,10.64363796,7.741794311,62.095066,2,0,7.528700239,116.2950809,-0.44266969,0.102908375,2.161460851,1.158003629,2,no stress
715.9146819,679.499395,131.4771513,9.477726724,9.477716862,13.87222433,85.85770333,2.533333333,0.2,6.703994392,185.8158741,5.224736478,2.452996144,1.110738888,1.146554874,2,no stress
814.2570213,827.52283,87.01445866,14.6322316,14.63127463,5.946766089,74.58885654,7.733333333,0.8,10.34932616,122.6210564,-0.455007899,-0.37195935,2.174232755,1.122470737,2,interruption
959.694591,957.8956,54.90452863,12.01540008,12.01534331,4.569513145,62.72699758,3.266666667,0.2,8.498966087,77.18019243,0.413337931,-0.018134382,2.171599745,1.176053551,2,no stress
848.6209148,851.57313,57.88633609,14.14265421,14.14254781,4.093031988,71.0401156,8.133333333,0,10.00362878,81.25012753,-0.399626536,-0.189780936,2.206018299,1.291188908,2,time pressure
933.5856051,893.898605,130.0819031,16.35778155,16.35654556,7.952294917,65.44386987,11.53333333,1.066666667,11.56968406,183.5994157,-0.42743642,0.717703336,2.022375836,1.119257216,2,no stress
708.8872922,699.62693,114.0183958,11.98799821,11.98792417,9.51104545,87.10376282,5,0.266666667,8.479571354,161.0232469,0.432425144,-0.085968171,2.089419554,1.162478519,2,no stress
772.7466067,775.00477,51.61021081,10.28816219,10.28809068,5.016465512,77.9969138,2,0.066666667,7.277206445,72.62416943,1.743878298,0.072967226,2.082336544,1.243975866,2,interruption
810.7478068,813.95741,60.4710908,19.30348762,19.3034752,3.132651052,74.43309422,21.93333333,0,13.6541734,84.42197103,-0.145055262,-0.285562158,2.19660569,1.302339029,2,no stress
627.7869333,618.86808,121.4178375,17.43763595,17.43763006,6.962975822,99.32867022,11.73333333,1.4,12.33438136,171.267176,-0.993182181,0.135581759,2.147714192,1.26927756,2,no stress
925.6988472,937.190295,147.6702901,14.75628558,14.75628178,10.00728058,66.59425498,8.333333333,0.733333333,10.43774906,208.5763231,0.660459348,0.11376591,1.994747279,1.121437569,2,no stress
761.9227151,777.496885,108.3473764,17.7461082,17.74571432,6.105416194,80.96198497,13.6,1.333333333,12.55230253,152.7113213,2.30699496,-1.16626193,2.021139908,1.157958469,2,no stress
776.4001781,775.153655,50.2057799,10.97499614,10.97486171,4.574560143,77.60486873,2.466666667,0,7.762988959,70.5760347,-0.481195027,0.058914497,2.215251331,1.155670037,2,time pressure
810.5444307,822.2657,82.6692343,14.03395464,14.03395159,5.890658506,74.88463089,5.8,0.866666667,9.926814034,116.4897548,0.597410539,-0.699956011,2.088672363,1.175275961,2,interruption
801.0011941,786.00413,107.7146206,8.846026365,8.845955248,12.17661084,76.11047407,1.066666667,0,6.257122389,152.2029151,1.86475295,1.323674303,1.914366664,1.158365494,2,no stress
811.1076348,799.783605,101.2528177,8.427790931,8.427728436,12.01415869,74.99929266,1.133333333,0,5.961292682,143.0689664,2.433691376,1.402318103,1.780498232,1.147114275,2,no stress
793.6120423,720.74711,199.9621619,14.78600363,14.77937942,13.5237463,79.49135262,8.266666667,0.666666667,10.45408701,282.5959031,0.868394621,1.40032299,1.58928653,1.136107392,2,time pressure
994.5599086,1006.96165,107.655379,21.84425419,21.84419645,4.928315614,61.14462541,25.66666667,1.733333333,15.45133418,151.4616042,0.986752066,-0.856022218,2.090519802,1.220616854,2,interruption
775.171469,787.865115,90.13584792,13.42666905,13.42630064,6.713195027,78.56044757,5,0.6,9.496996531,127.1170689,0.299976966,-0.479685692,2.074665772,1.194097572,2,interruption
729.5015011,722.51064,80.94700886,23.53845167,23.53826612,3.438926654,83.25287781,31.8,1.933333333,16.64962209,113.2591125,-0.567414656,0.318685329,2.208484531,1.243021063,2,interruption
864.2132614,865.003415,92.35456926,21.99754357,21.99729942,4.198403744,70.25489043,27.8,1.333333333,15.55963046,129.6789529,-0.070081357,-0.073688916,2.191371162,1.230270988,2,interruption
922.0927323,948.66551,108.4437982,11.46155873,11.45996653,9.461522709,66.06419164,3.8,0,8.106124339,153.1483121,-0.700680567,-0.582412836,2.063643486,1.104293535,2,no stress
571.6601676,567.469775,46.25494741,8.850101059,8.850074886,5.226488049,105.6007765,1.533333333,0.133333333,6.260036385,65.11414796,2.472572231,1.146504567,2.027469981,1.204900276,2,time pressure
863.244837,859.2099,70.40095499,15.12393183,15.12393178,4.65493734,69.9648178,8.4,0.733333333,10.69780363,98.98558442,2.595325425,0.471645841,2.038726931,1.232960923,2,no stress
739.8203525,738.786565,47.15178637,10.95086177,10.9508573,4.305760346,81.43192957,1.333333333,0,7.746009617,66.23127095,-0.008067647,0.098520651,2.182094782,1.281501615,2,no stress
983.3893159,985.300405,123.8708945,21.98779699,21.98772543,5.633620072,62.04061431,26.66666667,1.666666667,15.55285836,174.4881245,-0.633957139,-0.161013683,2.203219831,1.145148426,2,no stress
771.6711513,775.62657,44.13138527,9.221930143,9.221589278,4.785482495,78.01353481,1,0,6.5228244,62.06940546,-0.309580543,-0.256470692,2.19011449,1.278379541,2,interruption
925.6768888,937.16168,147.667441,14.7522597,14.75221473,10.00981843,66.59573127,8.333333333,0.733333333,10.43487227,208.5724327,0.660808042,0.114209836,1.994949977,1.121492343,2,no stress
856.0275776,779.98412,234.0033066,16.08007181,16.08007171,14.55237945,74.7814992,9.333333333,1.466666667,11.37412229,330.7351271,0.375876542,1.030059267,1.809153365,1.105977497,2,interruption
938.1048518,943.61449,80.50152143,11.7277183,11.72768334,6.864210016,64.45154948,3.8,0.133333333,8.29549189,113.5437128,-0.527218834,-0.313658474,2.205622651,1.099376147,2,time pressure
949.9758168,958.19505,67.98474581,12.50436114,12.50413665,5.436882784,63.49186209,5.2,0.2,8.844710516,95.73725723,0.010317691,-0.172820219,2.130545254,1.081459623,2,time pressure
822.1515483,761.172695,262.776917,17.86505108,17.86490195,14.70899332,80.23826714,11.06666667,2.133333333,12.63660903,371.4077709,-0.093672343,0.782152966,1.908165868,1.126999936,2,interruption
714.8008667,705.55888,75.70931973,21.50724761,21.50670774,3.520177064,84.85325308,25.86666667,1.533333333,15.21261398,105.9829164,0.489031787,0.599548817,2.142721231,1.238652194,2,no stress
792.2463529,791.19509,51.09512386,12.09815753,12.098142,4.223380604,76.05469631,2.933333333,0.266666667,8.557533138,71.75090237,-0.06153319,-0.091834385,2.175399118,1.146066013,2,no stress
854.3363245,842.601215,117.4852587,16.08968484,16.08953381,7.301899318,71.39303231,11.86666667,1,11.38081524,165.7590091,6.804693345,1.801031935,1.827712306,1.211191478,2,time pressure
797.7778075,783.21234,107.3304894,8.882391443,8.88234102,12.08351265,76.40539644,1.133333333,0,6.282859601,151.6581471,2.098368502,1.417421348,1.873651339,1.151305553,2,no stress
771.8306245,775.532645,45.08063283,9.35897916,9.358922224,4.81683227,78.00991177,1.266666667,0,6.619965865,63.40901328,-0.076976152,-0.310591455,2.18553071,1.274861607,2,interruption
789.8233839,796.258165,62.32162658,13.07813705,13.07804693,4.765329063,76.46465224,4.133333333,0.4,9.250661793,87.64927573,0.162868499,-0.409476821,2.144435937,1.153849935,2,no stress
797.5565245,665.97928,359.8890224,18.57616254,18.56679031,19.37370119,87.55435922,12.2,2.933333333,13.13308468,508.7904666,0.605055064,1.345950085,1.532765171,1.119971789,2,no stress
775.2157269,775.116805,40.65308808,10.75871566,10.75869863,3.778619061,77.61250482,1.8,0,7.610087568,56.98625895,-0.115473905,-0.024811309,2.19284459,1.154992183,2,no stress
997.6272109,994.45881,95.81033074,21.36873476,21.36866973,4.483668866,60.70533376,24.86666667,1.533333333,15.1149738,134.6505719,-0.929329576,0.045606017,2.222072439,1.217681404,2,interruption
817.3710611,816.26726,52.52969543,18.23000924,18.23000148,2.88149582,73.71455049,18.26666667,0.066666667,12.89485954,73.16051121,0.042907115,-0.077026331,2.186765786,1.307273939,2,no stress
787.196185,786.734565,50.24370909,13.12171263,13.12156033,3.829051169,76.5354262,5.333333333,0,9.28144068,70.44654331,-0.403658385,-0.092684843,2.214257408,1.307041727,2,no stress
766.4249848,770.59323,65.3229663,9.800702581,9.800700306,6.66513097,78.8914188,1.533333333,0,6.932454392,92.12014399,0.309495611,-0.450163482,2.139859825,1.151655698,2,interruption
1022.57853,1019.9713,97.31221067,21.03977358,21.03915207,4.625154842,59.21439827,24.13333333,1.533333333,14.88189187,136.8132376,-0.794081375,0.049689804,2.225928828,1.213239221,2,interruption
787.2624685,797.62179,86.41751587,14.55420863,14.55407981,5.937630693,77.17927992,6.8,0.8,10.29472296,121.7784578,-0.475435088,-0.17834625,2.190400682,1.133677142,2,interruption
1050.397293,1003.92005,310.6274118,18.14651222,18.14105662,17.11774737,62.70004759,12.2,2.6,12.83194503,439.1060453,-1.125356718,0.198639045,2.171654366,1.081175315,2,no stress
759.5248097,761.42964,55.90174733,9.380021503,9.380019579,5.959660893,79.43383884,0.533333333,0,6.634888926,78.77809948,-0.275729945,-0.094976439,2.185404121,1.143312246,2,interruption
930.8841579,935.801615,79.56657186,13.92893086,13.92893045,5.712324418,64.93270754,7,0,9.85252809,112.0919551,-0.44654605,0.03908822,2.188716511,1.069068275,2,interruption
832.8546421,877.359045,146.1066937,17.14392959,17.14170135,8.52235731,74.63255709,11.33333333,1.6,12.12505833,206.2700047,-0.986225411,-0.509946836,2.029018183,1.193897096,2,no stress
766.5930198,747.62456,163.3121889,14.87873273,14.86932838,10.97621631,81.45291423,7.8,1.066666667,10.51771176,230.7187028,3.974364075,1.413266258,1.834579233,1.130239274,2,interruption
1098.972912,1093.78705,101.0766064,17.36756951,17.36746842,5.819847525,55.08265411,14.13333333,0.8,12.28475303,142.4150469,0.08984374,-0.251115314,2.174444008,1.136256618,2,interruption
875.1250105,880.882475,88.97399005,16.92929982,16.92794851,5.255621378,69.34103357,9.533333333,1.6,11.9738618,125.2572092,0.575266001,-0.518431054,2.159647334,1.181648859,2,time pressure
766.9481816,765.74241,56.61537905,10.79156628,10.79102079,5.24626153,78.66145569,3.133333333,0.2,7.632950417,79.70157061,0.423437242,0.144369501,2.155576986,1.203230762,2,no stress
924.5860466,920.73903,83.57151255,11.87404016,11.87403275,7.038169941,65.43943865,3.866666667,0.133333333,8.399011082,117.8891515,-0.639949214,-0.100030009,2.205348212,1.104649567,2,time pressure
697.732585,693.940875,69.92144206,19.8358864,19.83575848,3.524997101,86.86831325,20.66666667,1,14.03068013,97.88338028,-0.316070319,0.130926952,2.19284459,1.224198846,2,no stress
757.6748785,761.804925,80.09881754,10.67537787,10.67525072,7.503136519,80.13342521,2.066666667,0,7.551061293,113.0248761,-0.010704308,-0.284703954,2.129362699,1.173417113,2,no stress
793.2506518,792.94288,48.17646149,11.64686775,11.64661737,4.136430715,75.92200257,1.666666667,0.133333333,8.238150462,67.63191376,0.028854074,-0.107394088,2.178945694,1.157084541,2,no stress
919.151936,926.34823,97.45729636,18.11382929,18.11354438,5.380270223,66.05954834,14.46666667,1,12.81248446,137.228603,-0.395579999,-0.309284312,2.198247115,1.196981615,2,no stress
835.088832,839.255445,69.99027678,18.14491815,18.14491802,3.857293608,72.38463475,16.53333333,0.6,12.83467637,98.14554891,0.348254025,-0.421272793,2.168981433,1.260328739,2,interruption
878.580298,878.98727,99.55723139,21.29185355,21.29185254,4.675836753,69.20868965,25.73333333,1.266666667,15.06063771,139.9873631,-0.061233753,-0.044035984,2.186908393,1.203005987,2,interruption
729.6363105,732.076585,36.41469829,10.08467778,10.08466018,3.610893583,82.44332657,1.133333333,0,7.133311353,51.00172911,0.713431479,-0.380419417,2.126196154,1.31860128,2,no stress
988.1410855,994.9281,92.4810838,20.38919899,20.38885196,4.535787986,61.30399347,23.53333333,1,14.4219068,129.990424,0.692523094,-0.634253948,2.108100024,1.203392186,2,interruption
942.7002255,808.32882,320.6634717,16.00798575,16.00699324,20.03146909,69.23190748,10.66666667,0.733333333,11.32243076,453.3452622,0.625323472,1.435377035,1.205735531,1.193183544,2,no stress
989.0857139,996.558185,210.3653222,17.88181068,17.88179879,11.76420699,64.64408327,12.46666667,1.933333333,12.64856089,297.2324873,1.722690367,0.039927485,1.972633642,1.121778642,2,time pressure
787.8219557,783.369365,51.0088391,12.09092203,12.09078667,4.218771651,76.47237002,2.8,0,8.552330402,71.62863238,-0.208038267,0.461521657,2.176378661,1.13948967,2,no stress
761.857954,766.601,57.84880278,9.535968958,9.535820158,6.0663791,79.22148657,0.8,0,6.745093338,81.53202857,-0.388931839,-0.169075672,2.17604159,1.151059926,2,interruption
904.4351936,898.58153,113.6308976,14.27453934,14.27453827,7.960389816,67.40839197,7.933333333,0.333333333,10.09699128,160.3808359,-0.722009941,0.125012643,2.200935256,1.163461983,2,time pressure
791.4315016,790.646865,48.80636651,12.09271519,12.0926388,4.036013891,76.10427079,2.666666667,0.266666667,8.553640489,68.49056912,-0.001312731,-0.043181196,2.176849183,1.159520001,2,no stress
1075.408183,1081.11285,96.01968296,22.02274474,22.0221603,4.360023426,56.25090431,27.06666667,1.666666667,15.57721562,134.8959206,-0.334957543,-0.096776369,2.195150679,1.141414179,2,no stress
760.0252917,770.937935,102.4807563,18.87945031,18.87925182,5.428164202,80.59474732,11.2,3.066666667,13.35410206,144.3131276,0.137345419,-0.554431748,2.152142796,1.165365157,2,no stress
865.1936544,869.65216,59.61585289,11.90991763,11.90991414,5.005563827,69.69485833,3.933333333,0,8.424391524,83.88760015,0.726144618,-0.466956633,2.13091228,1.144054138,2,time pressure
720.5715426,713.25755,67.10160251,22.37475462,22.37474455,2.998987191,83.98468308,28,2.4,15.82661354,93.56691949,-0.113245811,0.321588049,2.177602479,1.239374134,2,no stress
811.0858941,817.522975,78.50842119,14.10360285,14.10360257,5.566550763,74.74948092,6,0.866666667,9.976081151,110.5785793,1.129225611,-0.720917433,2.070503178,1.174970658,2,interruption
886.3620064,893.01862,86.63488645,14.04608541,14.04607119,6.167902582,68.37215235,6.4,0.4,9.935386742,122.1167277,-0.388680615,-0.245548377,2.208516916,1.166105988,2,time pressure
790.6597343,797.41584,62.55575253,13.12508347,13.12507867,4.766122263,76.38746098,4.333333333,0.4,9.283929353,87.97870768,0.147762603,-0.433916605,2.141281934,1.150574641,2,no stress
976.3979373,993.8586,107.4490965,19.15603632,19.15597197,5.609150799,62.28046951,20.53333333,1.066666667,13.54983806,151.3506477,-0.083877902,-0.668021904,2.095395574,1.215527255,2,interruption
591.3144293,548.345925,140.2863086,19.12157847,19.12156941,7.336544354,106.5836421,14,2.4,13.52550366,197.9332147,1.095745623,1.081533847,1.947288016,1.256646554,2,no stress
833.2517039,826.935365,70.30761764,10.99288327,10.99047495,6.395739488,72.50143309,3.733333333,0.133333333,7.774032868,99.12561026,2.27476515,0.798478327,2.055989115,1.163210516,2,no stress
664.6097691,657.564925,49.87999302,9.367746384,9.367721616,5.324652374,90.77715861,2.066666667,0.2,6.626190051,70.22906103,3.964225879,0.774199999,1.921900067,1.232212671,2,no stress
750.9449224,762.377,132.6747414,18.81804628,18.817754,7.050399358,82.65507795,15.26666667,1.666666667,13.31060203,187.1576926,1.122966135,0.14114202,1.859285772,1.264153071,2,interruption
727.9005589,724.868945,40.55566796,10.24460215,10.24459031,3.95873528,82.68223754,1.066666667,0,7.24643677,56.89475865,0.896867037,0.369353923,2.12680777,1.321126734,2,no stress
1003.830864,1020.61185,98.98878421,14.93639653,14.93617832,6.627353792,60.45282716,9.6,0.4,10.56499758,139.5920471,1.599567574,-1.152329815,2.004576272,1.169536257,2,time pressure
793.3845719,793.397635,81.07250918,12.43905779,12.43803656,6.517576377,76.40088487,5.2,0.133333333,8.797955094,114.3157884,0.281261248,0.472431077,2.147759905,1.161611686,2,no stress
778.2204374,776.60321,91.50271465,26.0346281,26.03453185,3.514654187,78.18173105,37.73333333,3.733333333,18.41533758,128.0873488,-0.752261577,0.124303545,2.226777749,1.216927027,2,interruption
751.355356,755.749505,70.24739002,9.821488509,9.821487011,7.15241788,80.59067314,1.466666667,0,6.947157717,99.1016075,-0.128235133,-0.279023279,2.178914253,1.178538516,2,no stress
734.0355307,734.654205,63.48634157,9.61330521,9.613197227,6.604007694,82.35538142,1,0,6.799825447,89.52537911,-0.271099304,0.145975805,2.194847152,1.165954708,2,no stress
638.9433424,613.89218,100.3443514,8.337948321,8.337825689,12.03465739,95.60968583,2.133333333,0,5.897700625,141.7857356,6.467809606,2.650310557,1.246575347,1.220511078,2,no stress
927.9091593,927.429305,73.03870783,11.25656152,11.25656151,6.488545163,65.06075508,2.533333333,0,7.96224727,102.9849907,-0.087451233,0.255339516,2.188462543,1.116167593,2,no stress
962.9814396,998.521,166.4875871,17.51656179,17.51478399,9.504581386,64.38275067,16.33333333,0.6,12.38895563,235.1228341,-1.119151929,-0.283098731,2.111231731,1.16689063,2,time pressure
859.8321327,868.664935,74.01622717,14.44026827,14.4391033,5.125682279,70.42435585,7.466666667,0.333333333,10.21339516,104.1752865,5.67465041,-1.690152175,1.987665609,1.312318944,2,time pressure
730.6784764,724.409055,140.0893538,16.65179923,16.64530337,8.412865891,85.44531106,9.533333333,1.6,11.77393481,197.7660955,1.261321919,0.345182306,1.894978628,1.171972575,2,interruption
